,ID,SId,Image,Name,Element,Damage,Description,Code,MB,Notes,Other Properties,Version,,,,,,,,,,,,,,,
,120,117,image121.png,HiBoomer,Wood,140,Boomerang that circ btl field,V Chip Trading (Aquarium bottom floor),26,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,121,118,image119.png,M-Boomer,Wood,170,Boomerang that circ btl field,I Chip Trader,36,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,121,118,image119.png,M-Boomer,Wood,170,Boomerang that circ btl field,M Lotto Number (88674125),36,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,121,118,image119.png,M-Boomer,Wood,170,Boomerang that circ btl field,"W (JP)(LC) Graveyard 1 NetMerchant (10000 Z), (GBA-EN) Graveyard NetMerchant (10000 Z), Chip Order",36,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,122,119,image117.png,Lance,Wood,150,Lance through back line,* Lotto Number (69544569),42,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,122,119,image117.png,Lance,Wood,150,Lance through back line,A Chip Order,42,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,122,119,image117.png,Lance,Wood,150,Lance through back line,R Chip Trader,42,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,122,119,image117.png,Lance,Wood,150,Lance through back line,W Green Area 1 PMD,42,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,127,120,image120.png,GolmHit1,Break,140,Hit 3pnl area arnd clst enmy,I (CF) Cragger (LV 9-S),17,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,127,120,image120.png,GolmHit1,Break,140,Hit 3pnl area arnd clst enmy,"K (CG) Cragger (LV 9-S), ACDC Area GMD, Chip Order",17,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,127,120,image120.png,GolmHit1,Break,140,Hit 3pnl area arnd clst enmy,Y Cragger (LV 9-S),17,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,128,121,image118.png,GolmHit2,Break,190,Hit 3pnl area arnd clst enmy,"D (CF) MetlCrgr (LV 9-S), (CF) RarCrggr (LV 9-S)",27,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,128,121,image118.png,GolmHit2,Break,190,Hit 3pnl area arnd clst enmy,"P ExptFldr, (CG) MetlCrgr (LV 9-S), (CG) RarCrggr (LV 7-S), (JP)(LC) Graveyard 2, (GBA-EN) Graveyard GMD, Chip Order",27,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,128,121,image118.png,GolmHit2,Break,190,Hit 3pnl area arnd clst enmy,U MetlCrgr (LV 9-S),27,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,129,122,image123.png,GolmHit3,Break,250,Hit 3pnl area arnd clst enmy,H BigCrggr (LV 9-S),37,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,129,122,image123.png,GolmHit3,Break,250,Hit 3pnl area arnd clst enmy,"M (CG) BigCrggr (LV 9-S), (CG) RarCrgr2 (LV 7-S), Chip Order",37,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,129,122,image123.png,GolmHit3,Break,250,Hit 3pnl area arnd clst enmy,"V (CF) BigCrggr (LV 9-S), (CF) RarCrgr2 (LV 9-S)",37,"Hits enemy's first row in a 1x3 range, but can only damage over holes with the fist.",,CG/CF,,,,,,,,,,,,,,,
,45,123,image122.png,IronShl1,Break,70,Fire off piercing shell.,"J Armadill (LV 7-10), RarArmdl (LV 5-10), Chip Order",13,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,45,123,image122.png,IronShl1,Break,70,Fire off piercing shell.,"K Armadill (LV 5-7), ACDC Area GMD",13,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,45,123,image122.png,IronShl1,Break,70,Fire off piercing shell.,L Armadill (LV 9-S),13,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,46,124,image125.png,IronShl2,Break,100,Fire off piercing shell.,"C Armadil2 (LV 9-S), RarArmdl (LV 9-S), RarArmd2 (LV 5-10), Chip Order",20,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,46,124,image125.png,IronShl2,Break,100,Fire off piercing shell.,D Armadil2 (LV 7-10),20,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,46,124,image125.png,IronShl2,Break,100,Fire off piercing shell.,"E Armadil2 (LV 5-7), (JP)(LC) Immortal Area GMD",20,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,47,125,image124.png,IronShl3,Break,130,Fire off piercing shell.,"L Armadil3 (LV 9-S), RarArmd2 (LV 9-S), Chip Order",27,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,47,125,image124.png,IronShl3,Break,130,Fire off piercing shell.,M Armadil3 (LV 7-10),27,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,47,125,image124.png,IronShl3,Break,130,Fire off piercing shell.,N Armadil3 (LV 5-7),27,Hits 2 times on back row but stops on holes.,Non-Flashing (first hit),CG/CF,,,,,,,,,,,,,,,
,131,126,image128.png,AirSpin1,Wind,50,Spits out hurricane attack,F (JP) Virus Battle Machine V1,22,"Hits 2+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,131,126,image128.png,AirSpin1,Wind,50,Spits out hurricane attack,G Undernet Zero GMD,22,"Hits 2+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,131,126,image128.png,AirSpin1,Wind,50,Spits out hurricane attack,"R Seaside Areas BGMD, Aquarium Comps BGMD, Chip Order",22,"Hits 2+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,132,127,image129.png,AirSpin2,Wind,50,Spits out hurricane attack,A Undernet 2 GMD,29,"Hits 3+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,132,127,image129.png,AirSpin2,Wind,50,Spits out hurricane attack,L Chip Trading (Air Conditioner Comp),29,"Hits 3+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,132,127,image129.png,AirSpin2,Wind,50,Spits out hurricane attack,T Chip Order,29,"Hits 3+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,133,128,image126.png,AirSpin3,Wind,50,Spits out hurricane attack,N Chip Trader,36,"Hits 4+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,133,128,image126.png,AirSpin3,Wind,50,Spits out hurricane attack,O Lotto Number (71757977),36,"Hits 4+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,133,128,image126.png,AirSpin3,Wind,50,Spits out hurricane attack,"T (GBA-EN) Undernet Zero NetMerchant (12900 Z), (JP)(LC) Immortal Area BMD, Chip Order",36,"Hits 4+ times (gains hits for each time it is hit with a Wind attack) unless it collides with the enemy, and ingores Holy panels [Obstacle Type 1 (400 HP)].",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,134,129,image132.png,Wind,Wind,-,Windbox blows at enmy area,"* WindBox (LV 5-S), WindBox2 (LV 5-S), RareBox (LV 5-S), Chip Order",10,[Obstacle Type 1 (40 HP)].,,CG/CF,,,,,,,,,,,,,,,
,135,130,image127.png,Fan,Wind,-,VacuumFn pulls enemy in,"* VacuumFn (LV 5-S), VacuFan2 (LV 5-S), Lab's Comp 1 BMD, Chip Order",10,[Obstacle Type 1 (40 HP)].,,CG/CF,,,,,,,,,,,,,,,
,91,131,image131.png,Rflectr1,,60,Bounce an attk back at them!,"* RareMttar (CG: LV 5-7, CF: LV 5-10)",7,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,91,131,image131.png,Rflectr1,,60,Bounce an attk back at them!,"A Mettaur (LV 9-S), Seaside Area 1 GMD, Chip Order",7,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,91,131,image131.png,Rflectr1,,60,Bounce an attk back at them!,C (CG) Mettaur (LV 7-10),7,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,91,131,image131.png,Rflectr1,,60,Bounce an attk back at them!,F (CF) Mettaur (LV 7-10),7,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,92,132,image135.png,Rflectr2,,120,Bounce an attk back at them!,"* RareMttar (CG: LV 7-S, CF: LV 5-7), RareMttr2 (CG: LV 9-S, CF: LV 5-10)",16,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,92,132,image135.png,Rflectr2,,120,Bounce an attk back at them!,"A (CG) Mettaur2 (LV 9-S), Chip Order",16,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,92,132,image135.png,Rflectr2,,120,Bounce an attk back at them!,G (CF) Mettaur2 (LV 9-S),16,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,92,132,image135.png,Rflectr2,,120,Bounce an attk back at them!,Y Mettaur2 (LV 5-10),16,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,93,133,image134.png,Rflectr3,,200,Bounce an attk back at them!,"* RareMttr2 (CG: LV 7-S, CF: LV 9-S)",25,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,93,133,image134.png,Rflectr3,,200,Bounce an attk back at them!,"E (CG) Mettaur3 (LV 9-S), Chip Order",25,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,93,133,image134.png,Rflectr3,,200,Bounce an attk back at them!,F (CF) Mettaur3 (LV 9-S),25,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,93,133,image134.png,Rflectr3,,200,Bounce an attk back at them!,O Mettaur3 (LV 7-10),25,"Active for 63F ( ~1 sec) to block attacks, but doesn't protect barriers, and Break attacks, and Sensor breaks shield.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,103,134,image133.png,Snake,,30,Call snke from hole in area.,"H Class 6-2 Comp PMD, Chip Order",34,,,CG/CF,,,,,,,,,,,,,,,
,103,134,image133.png,Snake,,30,Call snke from hole in area.,"L Sky Areas BGMD, Mr. Weather Comps BGMD, ACDC Areas BGMD",34,,,CG/CF,,,,,,,,,,,,,,,
,103,134,image133.png,Snake,,30,Call snke from hole in area.,M (JP)(LC) Graveyard 1 GMD,34,,,CG/CF,,,,,,,,,,,,,,,
,100,135,image130.png,SumnBlk1,,160,Summon a Nghtmare attack!,"E (CF) Nghtmare (LV 9-S), Pavilion Comp 2 GMD",30,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,100,135,image130.png,SumnBlk1,,160,Summon a Nghtmare attack!,"I (CG) Nghtmare (LV 9-S), Chip Order",30,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,100,135,image130.png,SumnBlk1,,160,Summon a Nghtmare attack!,P Nghtmare (LV 7-10),30,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,101,136,image141.png,SumnBlk2,,200,Summon a Nghtmare attack!,"H (CF) Blckmare (LV 9-S), (CF) NghtRare (LV 9-S)",40,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,101,136,image141.png,SumnBlk2,,200,Summon a Nghtmare attack!,"O Blckmare (LV 7-10), Chip Order",40,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,101,136,image141.png,SumnBlk2,,200,Summon a Nghtmare attack!,"V (CG) Blckmare (LV 9-S), (CG) NghtRare (LV 9-S)",40,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,102,137,image136.png,SumnBlk3,,260,Summon a Nghtmare attack!,"W (CF) Darkmare (LV 9-S), (CF) NghtRar2 (LV 9-S)",46,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,102,137,image136.png,SumnBlk3,,260,Summon a Nghtmare attack!,"Y (CG) Darkmare (LV 9-S), (CG) NghtRar2 (LV 9-S), Chip Order",46,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,102,137,image136.png,SumnBlk3,,260,Summon a Nghtmare attack!,Z Darkmare (LV 7-10),46,"Only spawns if there is a hole in front of MegaMan, and attacks enemies ahead of it in a 1x3 range.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,104,138,image140.png,NumbrBl,,???,Last 2 HP digits = atk pwr,"N Aster Land normal stock (12600 Z), Sky Areas YMD, Patch Card ""Tab's Discounts"", Chip Order",69,Shoots 4 balls.,,CG/CF,,,,,,,,,,,,,,,
,111,139,image137.png,Meteors,Fire,40,Drop many meteor on enmy area,"R Graveyard BGMD, ACDC Area YMD, Undernet Zero YMD, Patch Card ""Yai's Pride"", Chip Order",73,Shoots 30 meteors starting from top-right panel (240-280 damage if the enemy is in their back column).,,CG/CF,,,,,,,,,,,,,,,
,130,140,image144.png,JustcOne,Break,220,Fist Atk on center panel,"J Chip Trading (ACDC HP), Chip Order",90,"Hits center of enemy's initial 3x3 area, and cracks and deals 100 damage to surrounding panels.",,CG/CF,,,,,,,,,,,,,,,
,136,141,image154.png,Magnum,Cursor,130,Cursor destroys panels!,F ACDC Area NetMerchant (8800 Z),31,Performs 25 scans before timing out.,,CG/CF,,,,,,,,,,,,,,,
,136,141,image154.png,Magnum,Cursor,130,Cursor destroys panels!,"L Pavilion Comp 3 GMD, Chip Order",31,Performs 25 scans before timing out.,,CG/CF,,,,,,,,,,,,,,,
,136,141,image154.png,Magnum,Cursor,130,Cursor destroys panels!,W Chip Trader,31,Performs 25 scans before timing out.,,CG/CF,,,,,,,,,,,,,,,
,137,142,image146.png,CircGun,Cursor,150,Stop sght w/Button and attck,P Underground Area 1 PMD,35,"Misses on broken/hole panels, but hits 2 times if the enemy's area is a single panel.",,CG/CF,,,,,,,,,,,,,,,
,137,142,image146.png,CircGun,Cursor,150,Stop sght w/Button and attck,"T (JP)(LC) Graveyard 1 GMD, Chip Order",35,"Misses on broken/hole panels, but hits 2 times if the enemy's area is a single panel.",,CG/CF,,,,,,,,,,,,,,,
,137,142,image146.png,CircGun,Cursor,150,Stop sght w/Button and attck,V Lotto Number (51378085),35,"Misses on broken/hole panels, but hits 2 times if the enemy's area is a single panel.",,CG/CF,,,,,,,,,,,,,,,
,138,143,image139.png,RockCube,Obstacle,-,Place a RockCube in front,"* Green Area 2 GMD, Chip Order",6,Deals 200 collision damage [Obstacle Type 2 (200 HP)].,,CG/CF,,,,,,,,,,,,,,,
,145,144,image147.png,TimeBom1,Obstacle,150,Explodes 3 seconds later,"F AprtcFld, ACDC Area GMD",20,Spawns on the first empty panel in the same row as MegaMan [Obstacle Type 1 (50 HP)].,,CG/CF,,,,,,,,,,,,,,,
,145,144,image147.png,TimeBom1,Obstacle,150,Explodes 3 seconds later,"G Mr. Weather Comp 2 GMD, Chip Order",20,Spawns on the first empty panel in the same row as MegaMan [Obstacle Type 1 (50 HP)].,,CG/CF,,,,,,,,,,,,,,,
,145,144,image147.png,TimeBom1,Obstacle,150,Explodes 3 seconds later,H Seaside Area 3 NetMerchant (8800 Z),20,Spawns on the first empty panel in the same row as MegaMan [Obstacle Type 1 (50 HP)].,,CG/CF,,,,,,,,,,,,,,,
,148,145,image138.png,Mine,Obstacle,200,Place a mine in enmy area,A Chip Trader,28,"Randomly spawns on a non-broken, empty panel, but is ignored by FlotShoe (can damage MegaMan) [Obstacle Type 2].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,148,145,image138.png,Mine,Obstacle,200,Place a mine in enmy area,"S Sky Area 1 BugFrag Trader (36BF), Chip Order",28,"Randomly spawns on a non-broken, empty panel, but is ignored by FlotShoe (can damage MegaMan) [Obstacle Type 2].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,148,145,image138.png,Mine,Obstacle,200,Place a mine in enmy area,T (JP)(LC) Undernet 3 GMD,28,"Randomly spawns on a non-broken, empty panel, but is ignored by FlotShoe (can damage MegaMan) [Obstacle Type 2].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,149,146,image142.png,Fanfare,Obstacle,-,Take no dmage for a while,"* AprtcFld, Chip Trader",20,[Obstacle Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,149,146,image142.png,Fanfare,Obstacle,-,Take no dmage for a while,"P (CG) Trumpy (LV 5-7), JudgeTree Comp 1 GMD",20,[Obstacle Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,149,146,image142.png,Fanfare,Obstacle,-,Take no dmage for a while,S (CF) Trumpy (LV 5-7),20,[Obstacle Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,149,146,image142.png,Fanfare,Obstacle,-,Take no dmage for a while,"Z Trumpy (LV 7-S), Chip Order",20,[Obstacle Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,150,147,image143.png,Discord,Obstacle,-,Confuses enemies w/music,* Chip Trader,20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,150,147,image143.png,Discord,Obstacle,-,Confuses enemies w/music,A (CF) Tuby (LV 5-7),20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,150,147,image143.png,Discord,Obstacle,-,Confuses enemies w/music,G (CG) Tuby (LV 5-7),20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,150,147,image143.png,Discord,Obstacle,-,Confuses enemies w/music,"S Tuby (LV 7-S), Chip Order",20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,151,148,image145.png,Timpani,Obstacle,-,Stop enmy feet with music,* Chip Trader,20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,151,148,image145.png,Timpani,Obstacle,-,Stop enmy feet with music,I (CG) Tromby (LV 5-7),20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,151,148,image145.png,Timpani,Obstacle,-,Stop enmy feet with music,O (CF) Tromby (LV 5-7),20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,151,148,image145.png,Timpani,Obstacle,-,Stop enmy feet with music,"T Tromby (LV 7-S), Chip Order",20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,152,149,image158.png,Silence,Obstacle,-,Blinds enemies w/music,* Chip Trader,20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,152,149,image158.png,Silence,Obstacle,-,Blinds enemies w/music,B (CF) MuteAnt (LV 7-S),20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,152,149,image158.png,Silence,Obstacle,-,Blinds enemies w/music,R (CG) MuteAnt (LV 7-S),20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,152,149,image158.png,Silence,Obstacle,-,Blinds enemies w/music,"W MuteAnt (LV 5-7), Chip Order",20,Single-hitting attacks have a 50% chance of not decrossing while effect is active [Obstalce Type 1 (60 HP)].,,CG/CF,,,,,,,,,,,,,,,
,153,150,image150.png,VDoll,Obstacle,-,Throws VDoll 3sq ahead,* Chip Order,39,Maximum damage is 2048 (additional causes overflow) [Obstacle Type 1].,Pierces Invisibl (Curse attack),CG/CF,,,,,,,,,,,,,,,
,153,150,image150.png,VDoll,Obstacle,-,Throws VDoll 3sq ahead,F Undernet Zero BMD,39,Maximum damage is 2048 (additional causes overflow) [Obstacle Type 1].,Pierces Invisibl (Curse attack),CG/CF,,,,,,,,,,,,,,,
,153,150,image150.png,VDoll,Obstacle,-,Throws VDoll 3sq ahead,N Chip Trader,39,Maximum damage is 2048 (additional causes overflow) [Obstacle Type 1].,Pierces Invisibl (Curse attack),CG/CF,,,,,,,,,,,,,,,
,153,150,image150.png,VDoll,Obstacle,-,Throws VDoll 3sq ahead,S Underground BGMD,39,Maximum damage is 2048 (additional causes overflow) [Obstacle Type 1].,Pierces Invisibl (Curse attack),CG/CF,,,,,,,,,,,,,,,
,154,151,image148.png,Guardian,Obstacle,200,Statue punishes when hit,"O Punish Chair Comp PMD, Sky Areas YMD, Patch Card ""Yai's Pride"", Chip Order",64,"Punishment still activates if hit with a Break attack, and blocks wind gusts [Obstacle Type 1].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,155,152,image149.png,Anubis,Obstacle,-,Anubis poisons enemies,"P (JP)(LC) Graveyard 2 PMD, (GBA-EN) Graveyard PMD, Chip Order, Aster Land Order Service (27200 Z)",86,Drains 1 HP (500 HP) per 6F (3000F or 50 sec) regardless of position that prevents single-hitting attacks from decrossing. [Obstacle Type 1 (100 HP)].,,CG/CF,,,,,,,,,,,,,,,
,2S,153,image151.png,Otenko*,Obstacle,,Put Otnko to raise atk pwr,O Seaside Area 1 Boktai Trader,66,"Gradually increases the damage of MegaMan's next chip up to +50, and lasts 1800F (30 sec) [Obstacle Type 1 (100HP).",,CG/CF,,,,,,,,,,,,,,,
,156,154,image153.png,Recov10,,-,Recovers 10HP,* Central Area 1 GMD,4,,,CG/CF,,,,,,,,,,,,,,,
,156,154,image153.png,Recov10,,-,Recovers 10HP,"A LanFldr, GiftFldr, Chip Order",4,,,CG/CF,,,,,,,,,,,,,,,
,156,154,image153.png,Recov10,,-,Recovers 10HP,D Chip Trader,4,,,CG/CF,,,,,,,,,,,,,,,
,156,154,image153.png,Recov10,,-,Recovers 10HP,L LanFldr (x2),4,,,CG/CF,,,,,,,,,,,,,,,
,157,155,image152.png,Recov30,,-,Recovers 30HP,"* Robot Control Comp 2 BMD, Central Area 2 NetMerchant (1000 Z)",12,,,CG/CF,,,,,,,,,,,,,,,
,157,155,image152.png,Recov30,,-,Recovers 30HP,E Chip Order,12,,,CG/CF,,,,,,,,,,,,,,,
,157,155,image152.png,Recov30,,-,Recovers 30HP,L Chip Trader,12,,,CG/CF,,,,,,,,,,,,,,,
,157,155,image152.png,Recov30,,-,Recovers 30HP,Q Central Area 3 GMD,12,,,CG/CF,,,,,,,,,,,,,,,
,158,156,image155.png,Recov50,,-,Recovers 50HP,* Aquarium Comp 2 GMD,18,,,CG/CF,,,,,,,,,,,,,,,
,158,156,image155.png,Recov50,,-,Recovers 50HP,"C ExpoFldr, Seaside Area 1 GMD, Chip Order",18,,,CG/CF,,,,,,,,,,,,,,,
,158,156,image155.png,Recov50,,-,Recovers 50HP,M Chip Trader,18,,,CG/CF,,,,,,,,,,,,,,,
,158,156,image155.png,Recov50,,-,Recovers 50HP,P Chip Trader,18,,,CG/CF,,,,,,,,,,,,,,,
,159,157,image162.png,Recov80,,-,Recovers 80HP,"* Sky Area 2 GMD, JdgCompTree 2 GMD",24,,,CG/CF,,,,,,,,,,,,,,,
,159,157,image162.png,Recov80,,-,Recovers 80HP,"H AquarumComp3 GMD, Tab's Chip Order",24,,,CG/CF,,,,,,,,,,,,,,,
,159,157,image162.png,Recov80,,-,Recovers 80HP,K Seaside Area 3 NetMerchant (300 Z),24,,,CG/CF,,,,,,,,,,,,,,,
,159,157,image162.png,Recov80,,-,Recovers 80HP,V Green Area 1 GMD,24,,,CG/CF,,,,,,,,,,,,,,,
,160,158,image156.png,Recov120,,-,Recovers 120HP,F Mr. Weather Comp 3 BMD,32,,,CG/CF,,,,,,,,,,,,,,,
,160,158,image156.png,Recov120,,-,Recovers 120HP,"P Pavilion Comp 1 GMD, Chip Order",32,,,CG/CF,,,,,,,,,,,,,,,
,160,158,image156.png,Recov120,,-,Recovers 120HP,S Undernet 1 GMD,32,,,CG/CF,,,,,,,,,,,,,,,
,161,159,image160.png,Recov150,,-,Recovers 150HP,J Chip Trader,38,,,CG/CF,,,,,,,,,,,,,,,
,161,159,image160.png,Recov150,,-,Recovers 150HP,"M (JP)(LC) Undernet 2 BMD, (GBA-EN) Undernet Zero BMD, Chip Order",38,,,CG/CF,,,,,,,,,,,,,,,
,161,159,image160.png,Recov150,,-,Recovers 150HP,T (JP)(LC) Undernet 3 GMD,38,,,CG/CF,,,,,,,,,,,,,,,
